,Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases
0,Antigua and Barbuda,ATG,1990,2,12,3,4,0,4,0,7,1,170,22,10,3,75,34,14,3,7,9,17
1,Antigua and Barbuda,ATG,1991,2,13,3,4,0,4,0,5,1,173,23,10,3,77,36,15,4,7,9,17
2,Antigua and Barbuda,ATG,1992,2,13,3,4,0,4,0,6,1,175,23,10,3,79,37,15,4,7,9,17
3,Antigua and Barbuda,ATG,1993,2,13,3,4,0,4,0,7,1,186,25,11,3,84,40,16,4,8,10,18
4,Antigua and Barbuda,ATG,1994,2,13,3,4,0,4,0,9,1,186,25,11,3,85,41,16,4,8,10,18
5,Antigua and Barbuda,ATG,1995,2,13,3,3,0,4,0,9,1,187,25,12,3,86,41,16,3,8,10,18
6,Antigua and Barbuda,ATG,1996,2,13,3,3,0,4,0,10,1,175,24,12,3,80,40,16,3,7,9,17
7,Antigua and Barbuda,ATG,1997,2,13,3,3,0,4,0,8,1,171,24,12,2,80,39,15,3,7,9,17
8,Antigua and Barbuda,ATG,1998,2,13,3,3,0,4,0,8,1,169,24,12,2,81,39,16,3,7,9,17
9,Antigua and Barbuda,ATG,1999,2,14,3,3,0,4,0,10,1,167,25,11,2,83,39,17,3,7,9,17
10,Antigua and Barbuda,ATG,2000,1,14,3,3,0,4,0,13,1,163,25,11,2,86,40,18,3,7,9,17
11,Antigua and Barbuda,ATG,2001,1,14,3,3,0,4,0,13,0,161,25,11,2,86,40,18,3,7,9,17
12,Antigua and Barbuda,ATG,2002,1,14,3,3,0,4,0,12,0,160,25,10,2,88,41,19,3,7,9,17
13,Antigua and Barbuda,ATG,2003,1,14,4,3,0,4,0,10,0,160,25,10,2,89,41,19,2,7,9,17
14,Antigua and Barbuda,ATG,2004,1,14,4,3,0,4,0,10,0,159,25,9,2,91,42,20,2,7,9,17
15,Antigua and Barbuda,ATG,2005,1,14,4,2,0,4,0,9,0,160,25,9,2,92,43,21,2,7,9,17
16,Antigua and Barbuda,ATG,2006,1,14,4,2,0,4,0,9,0,162,25,8,2,96,44,22,2,8,9,18
17,Antigua and Barbuda,ATG,2007,1,15,5,3,0,4,0,8,0,180,28,8,2,112,48,25,3,9,10,20
18,Antigua and Barbuda,ATG,2008,1,15,5,3,0,4,0,8,0,179,28,7,2,114,49,26,3,9,11,20
19,Antigua and Barbuda,ATG,2009,1,15,4,2,0,4,0,7,0,170,26,7,1,108,46,26,2,9,10,19
20,Antigua and Barbuda,ATG,2010,1,15,4,2,0,4,0,8,0,171,27,6,1,110,47,27,2,9,10,19
21,Antigua and Barbuda,ATG,2011,1,15,4,2,0,4,0,8,0,174,27,6,1,113,47,28,2,9,10,20
22,Antigua and Barbuda,ATG,2012,1,15,5,2,0,4,0,8,0,175,27,6,1,116,48,29,2,9,10,20
23,Antigua and Barbuda,ATG,2013,1,15,5,2,0,4,0,7,0,178,27,5,1,117,48,31,2,9,11,20
24,Antigua and Barbuda,ATG,2014,1,15,5,2,0,4,0,9,0,184,28,5,2,121,50,32,2,9,11,21
25,Antigua and Barbuda,ATG,2015,1,16,5,3,0,4,0,9,0,187,29,5,2,124,51,34,3,10,12,22
26,Antigua and Barbuda,ATG,2016,1,16,5,3,0,4,0,8,0,191,29,5,2,128,52,35,3,10,12,22
27,Antigua and Barbuda,ATG,2017,1,16,5,3,0,4,0,8,0,194,29,5,2,131,54,35,3,10,12,23
28,Antigua and Barbuda,ATG,2018,1,16,5,3,0,4,0,8,0,197,29,5,2,134,55,36,3,10,13,23
29,Antigua and Barbuda,ATG,2019,1,16,5,3,0,4,0,7,0,200,30,4,2,138,57,36,3,11,13,24
30,Argentina,ARG,1990,772,4983,1494,1323,9,1128,448,559,1641,98783,8684,9407,1073,56399,7096,7129,1277,9894,5943,12140
31,Argentina,ARG,1991,757,5161,1526,1323,9,1120,433,670,1587,97610,9048,9257,1006,57122,7345,7261,1275,10211,5895,12062
32,Argentina,ARG,1992,732,5383,1594,1322,8,1108,418,909,1528,98286,9536,8704,920,58603,7741,7575,1272,10766,5961,12201
33,Argentina,ARG,1993,731,5609,1644,1303,8,1070,406,1003,1465,97030,10037,8334,839,59365,8026,7788,1252,11182,5859,12109
34,Argentina,ARG,1994,698,5843,1670,1297,8,1047,372,1328,1384,94314,10484,7887,795,59889,8190,7939,1246,11440,5758,11961
35,Argentina,ARG,1995,698,6142,1748,1369,7,1015,388,1635,1365,94708,11535,7514,798,61086,8479,8372,1314,12171,5806,12112
36,Argentina,ARG,1996,693,6439,1818,1452,7,1022,408,1867,1330,94471,12577,7286,802,62791,8693,8856,1392,12775,5921,12313
37,Argentina,ARG,1997,639,6749,1910,1585,7,1006,396,2049,1258,94388,13844,6972,827,64496,9013,9620,1519,13514,6021,12466
38,Argentina,ARG,1998,638,7058,2013,1712,7,998,404,1907,1188,95359,15388,6977,829,66293,9456,10446,1635,14362,6085,12660
39,Argentina,ARG,1999,616,7319,2082,1791,6,973,423,1767,1136,95713,16898,6564,808,67589,9837,11112,1703,14948,6100,12796
40,Argentina,ARG,2000,591,7516,2081,1779,6,920,399,1753,1045,91977,17874,6168,760,67318,9715,11362,1693,14803,5971,12632
41,Argentina,ARG,2001,576,7763,2125,1806,6,915,437,1767,1007,91810,19379,6002,745,68241,9807,11823,1718,15184,6040,12830
42,Argentina,ARG,2002,586,8016,2182,1903,5,893,473,1829,1001,93054,20952,6218,759,69686,9917,12360,1810,15645,6171,13140
43,Argentina,ARG,2003,591,8268,2246,1886,5,836,460,1878,969,93723,22545,6186,736,70855,10038,12674,1792,16143,6255,13399
44,Argentina,ARG,2004,577,8476,2249,1751,5,766,448,1747,906,91239,23215,5763,686,70656,9835,12517,1664,16012,6171,13287
45,Argentina,ARG,2005,561,8710,2257,1614,4,737,429,1620,861,89381,23776,5141,651,70761,9627,12468,1536,15961,6242,13363
46,Argentina,ARG,2006,552,9010,2308,1537,4,718,450,1692,834,89434,24781,4872,643,71641,9476,12676,1461,16102,6414,13639
47,Argentina,ARG,2007,554,9368,2408,1514,4,718,467,1727,835,91606,26506,5055,650,73495,9603,13170,1440,16808,6743,14194
48,Argentina,ARG,2008,552,9633,2397,1417,4,695,438,1714,796,89122,26764,5055,649,72954,9193,12992,1349,16506,6720,14143
49,Argentina,ARG,2009,556,9999,2442,1368,4,668,489,1721,783,89543,27964,4849,660,73515,9151,13172,1304,16632,6828,14370
50,Argentina,ARG,2010,558,10411,2544,1352,0,652,440,1651,760,91734,29690,4794,687,74506,9202,13550,1284,17202,6977,14748
51,Argentina,ARG,2011,554,10756,2603,1320,0,636,418,1611,755,92474,31052,4622,710,75294,9237,13762,1250,17508,7179,15121
52,Argentina,ARG,2012,490,11042,2643,1290,0,625,391,1733,745,92630,32009,4332,723,75967,9237,13942,1218,17593,7383,15460
53,Argentina,ARG,2013,476,11296,2696,1269,0,607,384,1747,753,93311,33579,4281,745,76594,9296,14190,1199,17668,7558,15855
54,Argentina,ARG,2014,472,11480,2740,1245,0,583,395,1766,744,93640,34668,4216,766,76832,9334,14289,1176,17789,7659,16158
55,Argentina,ARG,2015,469,11651,2831,1263,0,563,398,1765,740,95955,36109,3831,781,78388,9655,14607,1189,18280,7950,16770
56,Argentina,ARG,2016,478,11811,2966,1303,0,572,378,1817,761,100391,38173,3614,803,81304,10194,15219,1224,19026,8408,17598
57,Argentina,ARG,2017,470,11884,3019,1328,0,573,378,1810,751,101975,37601,3438,786,83141,10498,15531,1249,19334,8488,17757
58,Argentina,ARG,2018,458,11900,2999,1314,0,570,376,1796,734,100742,36482,3336,761,83676,10548,15446,1239,19145,8449,17640
59,Argentina,ARG,2019,453,12045,3043,1330,0,566,377,1777,727,101725,36264,3272,757,85209,10762,15665,1255,19348,8525,17792
60,Bahamas,BHS,1990,6,22,6,7,0,22,3,64,11,445,63,54,7,261,75,38,6,24,40,71
61,Bahamas,BHS,1991,6,23,6,7,0,23,3,86,11,450,64,56,7,264,78,39,6,24,39,71
62,Bahamas,BHS,1992,6,24,7,7,0,23,4,113,12,456,65,57,7,266,80,39,6,25,39,72
63,Bahamas,BHS,1993,6,25,7,7,0,24,3,156,11,468,66,55,8,272,85,40,6,26,41,74
64,Bahamas,BHS,1994,6,26,7,7,0,23,3,187,11,479,66,51,7,280,91,41,6,27,41,75
65,Bahamas,BHS,1995,6,27,7,7,0,24,3,194,10,488,66,48,7,288,94,42,6,27,42,76
66,Bahamas,BHS,1996,6,28,8,7,0,23,3,233,10,510,68,47,7,301,101,45,6,29,43,78
67,Bahamas,BHS,1997,6,29,8,6,0,23,3,198,9,512,68,45,6,301,98,46,6,29,43,78
68,Bahamas,BHS,1998,5,31,8,6,0,23,3,188,9,521,69,41,6,310,100,48,5,30,44,80
69,Bahamas,BHS,1999,5,32,9,6,0,23,4,264,8,549,72,37,5,324,102,52,5,31,45,82
70,Bahamas,BHS,2000,4,33,9,6,0,23,3,259,8,543,70,34,4,326,101,54,5,31,43,80
71,Bahamas,BHS,2001,4,34,10,6,0,23,3,265,7,566,72,33,4,341,102,59,5,32,44,82
72,Bahamas,BHS,2002,4,35,10,5,0,23,3,227,7,571,72,34,4,346,95,61,5,32,42,80
73,Bahamas,BHS,2003,4,36,10,5,0,24,3,205,7,574,73,34,4,358,101,64,5,33,44,83
74,Bahamas,BHS,2004,4,36,10,5,0,24,3,205,7,585,71,35,4,365,103,67,5,34,44,84
75,Bahamas,BHS,2005,3,37,10,5,0,23,3,169,7,568,68,34,4,365,102,67,4,33,43,82
76,Bahamas,BHS,2006,3,39,11,5,0,24,4,187,7,583,69,33,4,384,104,71,4,34,45,86
77,Bahamas,BHS,2007,3,40,11,5,0,24,4,145,7,582,69,33,4,391,103,71,4,35,45,86
78,Bahamas,BHS,2008,3,42,11,5,0,24,4,139,7,610,71,32,4,409,106,76,4,36,46,89
79,Bahamas,BHS,2009,3,44,12,5,0,24,4,138,7,652,74,31,4,430,113,80,4,38,48,92
80,Bahamas,BHS,2010,3,45,13,5,0,24,4,126,7,669,76,29,4,445,114,84,4,39,48,94
81,Bahamas,BHS,2011,3,46,13,5,0,24,5,124,7,684,77,28,4,461,115,88,4,40,49,96
82,Bahamas,BHS,2012,3,48,13,5,0,25,5,126,7,691,78,27,4,474,117,91,4,41,49,97
83,Bahamas,BHS,2013,3,49,14,5,0,25,5,122,6,703,78,26,4,484,119,94,4,42,50,99
84,Bahamas,BHS,2014,3,51,14,5,0,25,4,125,7,725,80,25,4,497,122,98,4,43,53,104
85,Bahamas,BHS,2015,3,53,15,5,0,25,4,124,7,759,84,24,4,515,127,101,4,45,55,107
86,Bahamas,BHS,2016,3,55,15,5,0,25,4,122,7,787,86,23,4,530,132,103,4,46,56,110
87,Bahamas,BHS,2017,3,57,16,5,0,25,4,120,7,811,88,22,4,544,136,106,4,47,58,112
88,Bahamas,BHS,2018,3,59,16,5,0,25,4,118,7,839,91,22,4,561,141,109,4,49,60,116
89,Bahamas,BHS,2019,3,61,17,6,0,24,4,116,7,869,94,21,4,580,146,112,5,51,62,119
90,Barbados,BRB,1990,9,58,14,12,0,14,2,38,4,851,87,43,9,460,221,54,8,40,36,82
91,Barbados,BRB,1991,8,60,14,12,0,14,2,33,3,840,87,41,8,461,223,54,8,40,35,81
92,Barbados,BRB,1992,7,63,15,12,0,13,2,40,3,862,90,38,8,476,233,56,8,41,36,84
93,Barbados,BRB,1993,7,65,15,11,0,14,2,44,3,870,94,35,9,485,239,59,8,42,37,85
94,Barbados,BRB,1994,7,67,16,11,0,14,2,58,3,873,98,34,8,490,244,59,8,43,38,86
95,Barbados,BRB,1995,6,69,16,11,0,14,2,60,3,861,102,34,8,494,248,60,8,44,38,86
96,Barbados,BRB,1996,6,71,17,11,0,14,2,52,3,844,107,34,8,500,245,63,7,44,38,87
97,Barbados,BRB,1997,6,74,17,10,0,14,2,52,3,829,113,34,7,512,247,66,7,45,38,87
98,Barbados,BRB,1998,6,75,17,10,0,13,2,53,3,797,119,34,6,518,245,68,7,45,37,86
99,Barbados,BRB,1999,5,77,18,9,0,13,2,56,2,756,122,34,6,518,240,70,6,44,35,84
100,Barbados,BRB,2000,5,78,18,9,0,12,1,69,2,748,128,34,5,534,245,73,6,45,34,84
101,Barbados,BRB,2001,4,78,18,8,0,11,2,63,2,722,131,32,5,540,233,75,6,45,33,83
102,Barbados,BRB,2002,4,79,19,8,0,11,2,52,2,732,140,32,5,567,247,80,6,47,34,86
103,Barbados,BRB,2003,4,80,20,8,0,12,2,39,2,745,150,32,5,589,259,85,6,49,35,88
104,Barbados,BRB,2004,4,80,21,8,0,11,2,39,2,733,153,30,5,606,265,87,6,51,36,89
105,Barbados,BRB,2005,4,80,20,8,0,11,2,38,2,705,151,30,5,599,261,85,5,49,36,89
106,Barbados,BRB,2006,3,80,21,8,0,11,2,37,2,709,148,29,5,606,260,85,5,50,37,90
107,Barbados,BRB,2007,3,80,21,8,0,11,2,34,2,711,147,28,5,616,261,85,5,50,37,90
108,Barbados,BRB,2008,3,81,21,7,0,10,2,30,2,707,144,27,5,623,258,85,5,50,37,90
109,Barbados,BRB,2009,3,81,21,7,0,11,2,31,2,696,136,27,4,624,248,87,5,48,36,89
110,Barbados,BRB,2010,3,83,21,7,0,11,2,31,2,706,136,26,4,640,245,92,5,49,36,90
111,Barbados,BRB,2011,3,84,22,6,0,10,2,30,2,720,138,25,4,652,248,95,4,49,36,90
112,Barbados,BRB,2012,3,86,22,6,0,10,2,28,2,728,139,23,4,660,245,99,4,50,37,91
113,Barbados,BRB,2013,3,88,23,6,0,10,2,26,2,750,140,23,4,677,251,102,4,51,38,93
114,Barbados,BRB,2014,3,89,23,6,0,10,2,27,2,773,143,22,4,696,261,105,4,52,39,96
115,Barbados,BRB,2015,3,91,24,7,0,10,2,27,2,793,146,22,4,711,268,107,4,54,40,99
116,Barbados,BRB,2016,3,94,24,7,0,10,2,26,2,814,149,21,5,729,275,109,5,55,41,101
117,Barbados,BRB,2017,3,96,25,7,0,10,2,26,2,835,152,21,5,748,284,112,5,57,43,104
118,Barbados,BRB,2018,3,98,26,7,0,10,2,25,2,863,157,20,5,777,295,116,5,59,44,107
119,Barbados,BRB,2019,3,100,28,8,0,10,2,25,2,905,164,20,5,825,312,123,5,63,47,113
120,Bermuda,BMU,1990,1,10,5,1,0,4,0,15,0,211,12,4,1,124,20,10,0,11,10,19
121,Bermuda,BMU,1991,1,11,5,1,0,4,0,10,0,206,12,4,1,123,20,10,0,11,10,19
122,Bermuda,BMU,1992,1,11,4,1,0,4,0,12,0,197,12,4,1,121,20,10,0,11,9,19
123,Bermuda,BMU,1993,1,11,5,1,0,3,0,16,0,197,13,4,1,122,20,10,0,11,9,19
124,Bermuda,BMU,1994,1,12,5,1,0,3,0,16,0,194,13,3,1,122,20,10,0,11,9,19
125,Bermuda,BMU,1995,1,12,4,1,0,3,0,11,0,187,12,3,1,120,20,9,0,11,9,18
126,Bermuda,BMU,1996,1,13,5,0,0,3,0,18,0,189,13,3,1,123,20,10,0,12,9,18
127,Bermuda,BMU,1997,1,13,5,0,0,3,0,12,0,179,13,2,1,122,20,10,0,12,8,17
128,Bermuda,BMU,1998,1,14,5,0,0,3,0,12,0,174,13,2,1,122,19,10,0,12,8,17
129,Bermuda,BMU,1999,1,14,5,0,0,2,0,12,0,174,13,2,1,124,19,10,0,12,8,17
130,Bermuda,BMU,2000,0,15,5,0,0,2,0,16,0,173,14,2,1,127,20,11,0,12,7,16
131,Bermuda,BMU,2001,0,15,5,0,0,2,0,14,0,167,14,2,0,127,19,11,0,12,7,16
132,Bermuda,BMU,2002,0,16,5,0,0,2,0,14,0,163,14,2,0,129,19,11,0,12,7,16
133,Bermuda,BMU,2003,0,16,5,0,0,2,0,13,0,160,14,2,0,130,19,12,0,12,7,16
134,Bermuda,BMU,2004,0,17,5,0,0,2,0,11,0,159,13,2,0,129,20,12,0,12,7,16
135,Bermuda,BMU,2005,0,17,5,0,0,2,0,9,0,160,13,2,0,130,20,12,0,13,7,16
136,Bermuda,BMU,2006,0,18,5,0,0,2,0,9,0,162,13,2,0,133,20,13,0,13,7,16
137,Bermuda,BMU,2007,0,19,5,0,0,2,0,8,0,162,13,2,0,135,20,13,0,13,7,16
138,Bermuda,BMU,2008,0,20,6,0,0,2,0,8,0,161,14,2,0,139,20,13,0,13,7,16
139,Bermuda,BMU,2009,0,21,6,0,0,2,0,7,0,161,14,2,0,142,20,14,0,14,7,16
140,Bermuda,BMU,2010,0,22,6,0,0,2,0,7,0,162,14,2,0,145,21,14,0,14,7,16
141,Bermuda,BMU,2011,0,23,6,0,0,2,0,7,0,166,14,2,0,148,21,15,0,14,7,16
142,Bermuda,BMU,2012,0,24,6,0,0,2,0,7,0,170,14,2,0,151,21,16,0,15,7,16
143,Bermuda,BMU,2013,0,25,7,0,0,2,0,7,0,177,15,1,0,155,21,16,0,15,7,17
144,Bermuda,BMU,2014,0,26,7,0,0,2,0,8,0,182,15,1,0,159,21,17,0,16,7,17
145,Bermuda,BMU,2015,0,27,7,0,0,2,0,8,0,187,16,1,0,163,22,18,0,16,7,18
146,Bermuda,BMU,2016,0,28,7,0,0,2,0,7,0,193,16,1,0,166,22,18,0,17,8,18
147,Bermuda,BMU,2017,0,29,8,0,0,2,0,7,0,198,17,1,0,171,23,18,0,17,8,18
148,Bermuda,BMU,2018,0,31,8,0,0,2,0,6,0,204,17,1,0,175,24,19,0,18,8,19
149,Bermuda,BMU,2019,0,32,8,0,0,2,0,6,0,209,18,1,0,179,24,19,0,18,8,19
150,Brazil,BRA,1990,8388,13314,2891,16573,4212,10778,3818,8072,9951,269723,67705,82075,42554,117672,27284,16255,15599,40254,24474,43933
151,Brazil,BRA,1991,8045,13951,2959,15676,4099,10415,3433,10136,9552,266804,64765,78525,39845,119232,27756,16324,14774,40891,24488,44038
152,Brazil,BRA,1992,7741,14719,3094,15056,4045,10108,3097,12066,9341,270678,63313,75205,37118,123095,28799,16816,14210,42710,24913,44905
153,Brazil,BRA,1993,7629,15589,3304,14576,3131,10021,2983,14525,9358,280562,63254,72342,34880,129215,30572,17655,13750,45747,25965,46772
154,Brazil,BRA,1994,7391,16412,3424,14000,3257,9952,3064,16499,9218,282052,61913,69857,32254,132940,31437,18143,13223,47315,26329,47419
155,Brazil,BRA,1995,7180,17308,3543,13526,3186,9852,2509,18245,9074,283063,60341,68160,29213,137053,32314,18766,12785,49103,26604,48024
156,Brazil,BRA,1996,6863,18292,3696,13328,2298,9782,2530,18234,8945,286928,58595,66907,26598,142403,33084,19670,12590,51461,26864,48882
157,Brazil,BRA,1997,6500,19346,3819,13138,1626,9570,2437,15788,8779,286370,56363,65825,24231,146369,33427,20348,12396,52548,26991,49163
158,Brazil,BRA,1998,6122,20506,4009,13099,1693,9249,2467,14615,8724,291345,55338,64786,22513,152347,34467,21406,12334,54781,27520,50204
159,Brazil,BRA,1999,5397,21681,4176,12949,1767,9003,2439,14466,8609,294045,54223,64021,20503,157697,35622,22410,12165,55801,27998,51242
160,Brazil,BRA,2000,4970,22925,4345,12628,1779,8819,2255,14524,8323,295292,53538,63291,18454,162732,36766,23306,11838,56021,28376,52152
161,Brazil,BRA,2001,4694,24254,4556,12530,948,8731,2224,14720,8123,298715,53715,62213,17145,167936,37850,24138,11699,56610,28885,53375
162,Brazil,BRA,2002,4437,25745,4797,12215,836,8757,2247,14657,7859,303435,54562,60921,16101,173241,39146,24910,11375,57466,29422,54660
163,Brazil,BRA,2003,4218,27251,5042,11910,780,8573,2224,15183,7619,308841,55619,59578,15210,178652,40476,25792,11077,58356,30034,56108
164,Brazil,BRA,2004,4140,28758,5273,11378,852,8518,2253,14760,7414,313658,56885,58264,14219,184180,41850,26638,10583,58970,30720,57649
165,Brazil,BRA,2005,4008,30196,5419,10664,1061,8269,2201,14850,7038,311589,57078,56875,13317,186595,42513,26861,9910,57962,30664,58050
166,Brazil,BRA,2006,3720,31762,5685,10111,976,8148,2182,14627,6823,317244,59162,55546,12343,192001,44066,27258,9387,58313,31245,59478
167,Brazil,BRA,2007,3744,33367,5946,9713,730,8041,2166,14815,6668,322286,61206,54149,11420,197167,45611,27932,9006,58747,31897,60968
168,Brazil,BRA,2008,3693,34941,6224,9340,405,7903,2235,15287,6580,328313,63628,52478,10615,202719,47260,28861,8652,59338,32644,62671
169,Brazil,BRA,2009,3702,36563,6544,9090,386,7822,2373,15281,6506,334995,67124,50683,9901,208607,48937,29944,8424,60515,33323,64434
170,Brazil,BRA,2010,3175,38234,6893,8893,372,7596,2285,15502,6347,340876,69897,48726,9313,214526,50718,31167,8246,61948,33985,66231
171,Brazil,BRA,2011,2863,39782,7241,8686,307,7430,2230,15397,6203,346499,72719,46576,8819,220411,52766,32609,8058,63235,34641,68009
172,Brazil,BRA,2012,2687,41153,7487,8411,287,7245,2209,15316,6029,347193,74791,44173,8446,224727,53744,33482,7806,63704,34788,68919
173,Brazil,BRA,2013,2459,42632,7791,8240,214,7015,2249,15671,5957,351474,77827,41687,8182,230413,55098,34746,7656,64962,35182,70255
174,Brazil,BRA,2014,2339,44168,8089,8006,151,6816,2241,15675,5854,355512,80250,39034,7809,235262,56290,35868,7439,65974,35307,71242
175,Brazil,BRA,2015,2244,45968,8447,7921,114,6597,2188,15849,5807,363287,83400,36744,7656,241818,57990,37342,7353,67975,35673,72690
176,Brazil,BRA,2016,2194,48321,8828,7930,97,6507,2178,15812,5841,375893,87096,34752,7641,250600,60293,39230,7355,70594,36644,75023
177,Brazil,BRA,2017,2107,50594,8990,7798,122,6266,2161,15873,5681,377468,86960,33069,7523,252787,61107,39789,7238,71523,36319,75027
178,Brazil,BRA,2018,2051,52616,9248,8020,121,6185,1993,15727,5551,386886,87259,31170,7501,258368,63146,40931,7455,73858,37103,76558
179,Brazil,BRA,2019,2008,54594,9564,8221,118,6110,1935,15561,5485,397993,88641,29661,7514,266014,65366,42336,7648,76551,38029,78484
180,Canada,CAN,1990,128,6456,1545,216,0,404,18,801,205,74467,6576,1255,71,53929,4330,2642,160,9319,3144,7296
181,Canada,CAN,1991,126,6549,1604,227,0,394,19,942,201,74607,6761,1185,70,55028,4549,2800,168,9654,3186,7413
182,Canada,CAN,1992,121,6649,1664,235,0,377,27,1107,195,75001,6945,1133,73,56088,4796,2953,175,9995,3231,7529
183,Canada,CAN,1993,132,6785,1746,245,0,379,25,1215,196,76383,7239,1147,81,57495,5138,3135,182,10493,3334,7747
184,Canada,CAN,1994,119,6948,1816,257,0,372,25,1285,192,76928,7465,1155,89,58360,5414,3280,192,10835,3390,7890
185,Canada,CAN,1995,108,7167,1897,267,0,371,25,1610,192,77554,7670,1116,101,59509,5696,3424,200,11225,3445,8023
186,Canada,CAN,1996,103,7423,1978,277,0,358,26,1238,188,77759,7791,1039,119,60279,5933,3551,210,11526,3470,8116
187,Canada,CAN,1997,111,7685,2067,289,0,348,29,663,185,77859,7908,987,145,61052,6196,3659,220,11866,3497,8245
188,Canada,CAN,1998,99,7970,2167,300,0,344,22,513,178,77758,7922,946,189,62095,6470,3810,230,12217,3571,8419
189,Canada,CAN,1999,113,8266,2253,309,0,338,16,431,176,76963,7573,931,251,62822,6770,3927,240,12398,3602,8492
190,Canada,CAN,2000,113,8587,2339,318,0,323,18,563,170,75825,6724,926,372,63646,7081,4092,253,12447,3625,8591
191,Canada,CAN,2001,116,8938,2444,329,0,318,28,479,167,75174,6355,956,496,64211,7404,4233,263,12584,3701,8770
192,Canada,CAN,2002,109,9294,2565,339,0,316,22,464,162,75056,6190,975,645,65032,7767,4403,273,12813,3813,9041
193,Canada,CAN,2003,110,9590,2658,342,0,306,27,473,154,74094,6125,997,825,66785,7909,4520,276,12979,3892,9227
194,Canada,CAN,2004,100,9893,2732,341,0,299,25,456,144,72573,6143,1011,1024,68084,7904,4634,278,13055,3919,9345
195,Canada,CAN,2005,99,10257,2818,340,0,301,32,499,142,71571,6174,1049,1180,69538,7880,4784,278,13245,4005,9567
196,Canada,CAN,2006,100,10633,2889,332,0,298,31,471,138,70140,6121,1056,1316,70821,7628,4891,273,13288,4052,9695
197,Canada,CAN,2007,99,10999,2987,328,0,293,28,448,134,69792,6215,1098,1469,72965,7482,5054,272,13620,4196,9985
198,Canada,CAN,2008,98,11370,3077,323,0,291,32,415,129,69253,6288,1107,1581,74584,7270,5202,270,13880,4292,10155
199,Canada,CAN,2009,96,11709,3137,314,0,286,30,364,121,68335,6366,1089,1690,75628,6948,5298,263,14017,4356,10246
200,Canada,CAN,2010,95,12160,3215,308,0,285,27,330,121,68029,6473,1097,1782,76141,6697,5512,261,14272,4435,10392
201,Canada,CAN,2011,88,12560,3282,298,0,280,23,302,119,67580,6674,1072,1810,77371,6362,5732,253,14497,4507,10516
202,Canada,CAN,2012,85,13008,3368,288,0,287,26,277,121,68155,6928,1072,1801,79147,6186,5974,244,14869,4660,10780
203,Canada,CAN,2013,87,13442,3449,282,0,285,26,233,124,68846,7281,1098,1724,80681,6006,6200,241,15300,4781,11021
204,Canada,CAN,2014,89,13911,3551,283,0,285,27,273,128,70379,7635,1050,1688,82675,6000,6454,241,15801,4941,11355
205,Canada,CAN,2015,89,14402,3617,292,0,292,29,272,132,71553,8008,1021,1661,83590,6065,6607,250,16221,5037,11568
206,Canada,CAN,2016,89,15138,3687,306,0,298,28,269,133,73558,8185,1002,1652,84988,6347,6730,262,16535,5097,11779
207,Canada,CAN,2017,88,15906,3776,318,0,295,27,265,136,75546,8408,956,1655,86590,6594,6881,272,16926,5156,12001
208,Canada,CAN,2018,89,16573,3990,339,0,291,25,259,144,79970,8859,931,1713,90494,7078,7266,289,17831,5350,12552
209,Canada,CAN,2019,89,17052,4123,354,0,288,25,254,149,82644,9125,915,1742,93072,7420,7501,302,18385,5442,12872
210,Chile,CHL,1990,276,1328,438,190,0,496,145,105,993,22267,6387,1795,393,16587,1525,1349,175,2781,3930,5984
211,Chile,CHL,1991,259,1389,448,188,0,489,130,103,873,21594,6181,1608,352,16573,1548,1356,174,2757,3652,5695
212,Chile,CHL,1992,255,1461,462,189,0,499,114,144,803,21228,6187,1538,318,16715,1607,1393,175,2760,3457,5498
213,Chile,CHL,1993,250,1545,484,206,0,530,115,200,776,21331,6364,1397,293,17216,1716,1460,191,2818,3508,5581
214,Chile,CHL,1994,242,1630,498,224,0,555,97,287,752,21261,6453,1266,279,17675,1816,1522,209,2823,3672,5764
215,Chile,CHL,1995,233,1725,527,252,0,586,101,326,748,21582,6737,1184,280,18347,1933,1627,237,2901,3877,6021
216,Chile,CHL,1996,208,1820,558,292,0,601,84,390,730,21842,6842,1131,278,18836,1996,1757,276,2997,3973,6143
217,Chile,CHL,1997,199,1911,569,323,0,600,81,446,688,21573,6534,1050,271,18970,1926,1911,306,3089,3911,6068
218,Chile,CHL,1998,205,2009,595,402,0,592,73,436,659,21895,6204,1095,272,19363,1965,2099,386,3322,3887,6062
219,Chile,CHL,1999,200,2103,624,456,0,586,73,525,645,22245,5852,1053,271,19831,2050,2267,437,3556,3866,6071
220,Chile,CHL,2000,191,2179,633,475,0,580,66,518,625,21981,5000,959,262,20025,2105,2381,457,3671,3874,6073
221,Chile,CHL,2001,191,2278,661,495,0,591,57,578,643,22519,4561,898,257,20607,2278,2591,475,3942,4039,6288
222,Chile,CHL,2002,171,2380,684,511,0,576,55,474,634,22596,4139,802,252,20958,2376,2713,491,4068,4087,6343
